privilege_type,privilege_name,privilege_description,privilege_score
scp,graphmodels.NewGcpActionPermissionsDefinitionAction,"requestBody := graphmodels.NewScheduledPermissionsRequest() requestedPermissions := graphmodels.NewSingleResourceGcpPermissionsDefinition() authorizationSystemInfo := graphmodels.NewPermissionsDefinitionAuthorizationSystem() authorizationSystemId := ""carbide-bonsai-205017"" authorizationSystemInfo.SetAuthorizationSystemId(&authorizationSystemId) authorizationSystemType := ""GCP"" authorizationSystemInfo.SetAuthorizationSystemType(&authorizationSystemType) requestedPermissions.SetAuthorizationSystemInfo(authorizationSystemInfo) actionInfo := graphmodels.NewGcpActionPermissionsDefinitionAction() actions := []string { ""aiplatform:dataitems"", } actionInfo.SetActions(actions) requestedPermissions.SetActionInfo(actionInfo) identityInfo := graphmodels.NewPermissionsDefinitionAuthorizationSystemIdentity() externalId := ""alex@contoso.com"" identityInfo.SetExternalId(&externalId) source := graphmodels.NewEdIdentitySource() identityInfo.SetSource(source) identityType := graphmodels.USER_PERMISSIONSDEFINITIONIDENTITYTYPE identityInfo.SetIdentityType(&identityType) requestedPermissions.SetIdentityInfo(identityInfo) resourceId := ""carbide-bonsai-205017"" requestedPermissions.SetResourceId(&resourceId) requestBody.SetRequestedPermissions(requestedPermissions) justification := ""I need to do this because I want to code my own chat GPT-3 bot on GCP"" requestBody.SetJustification(&justification) notes := ""Pretty Pleaseeeee"" requestBody.SetNotes(&notes) scheduleInfo := graphmodels.NewRequestSchedule() expiration := graphmodels.NewExpirationPattern() duration , err := abstractions.ParseISODuration(""PT1H"") expiration.SetDuration(&duration) scheduleInfo.SetExpiration(expiration) requestBody.SetScheduleInfo(scheduleInfo) ticketInfo := graphmodels.NewTicketInfo() ticketNumber := ""INC1234567"" ticketInfo.SetTicketNumber(&ticketNumber) ticketSystem := ""ServiceNow"" ticketInfo.SetTicketSystem(&ticketSystem) ticketSubmitterIdentityId := ""alex@contoso.com"" ticketInfo.SetTicketSubmitterIdentityId(&ticketSubmitterIdentityId) ticketApproverIdentityId := ""alexmanager@contoso.com"" ticketInfo.SetTicketApproverIdentityId(&ticketApproverIdentityId) requestBody.SetTicketInfo(ticketInfo)",8
scp,calendarPermission.setEmailAddress,"CalendarPermission calendarPermission = new CalendarPermission(); EmailAddress emailAddress = new EmailAddress(); emailAddress.setName(""Samantha Booth""); emailAddress.setAddress(""samanthab@contoso.com""); calendarPermission.setEmailAddress(emailAddress); calendarPermission.setIsInsideOrganization(true); calendarPermission.setIsRemovable(true); calendarPermission.setRole(CalendarRoleType.Read); CalendarPermission result = graphClient.me().calendar().calendarPermissions().post(calendarPermission);",8
scp,calendarPermission.setIsInsideOrganization,"CalendarPermission calendarPermission = new CalendarPermission(); EmailAddress emailAddress = new EmailAddress(); emailAddress.setName(""Samantha Booth""); emailAddress.setAddress(""samanthab@contoso.com""); calendarPermission.setEmailAddress(emailAddress); calendarPermission.setIsInsideOrganization(true); calendarPermission.setIsRemovable(true); calendarPermission.setRole(CalendarRoleType.Read); CalendarPermission result = graphClient.me().calendar().calendarPermissions().post(calendarPermission);",8
scp,calendarPermission.setIsRemovable,"CalendarPermission calendarPermission = new CalendarPermission(); EmailAddress emailAddress = new EmailAddress(); emailAddress.setName(""Samantha Booth""); emailAddress.setAddress(""samanthab@contoso.com""); calendarPermission.setEmailAddress(emailAddress); calendarPermission.setIsInsideOrganization(true); calendarPermission.setIsRemovable(true); calendarPermission.setRole(CalendarRoleType.Read); CalendarPermission result = graphClient.me().calendar().calendarPermissions().post(calendarPermission);",8
scp,calendarPermission.setRole,"CalendarPermission calendarPermission = new CalendarPermission(); EmailAddress emailAddress = new EmailAddress(); emailAddress.setName(""Samantha Booth""); emailAddress.setAddress(""samanthab@contoso.com""); calendarPermission.setEmailAddress(emailAddress); calendarPermission.setIsInsideOrganization(true); calendarPermission.setIsRemovable(true); calendarPermission.setRole(CalendarRoleType.Read); CalendarPermission result = graphClient.me().calendar().calendarPermissions().post(calendarPermission);",8
scp,permission.setRoles,"Permission permission = new Permission(); LinkedList<String> roles = new LinkedList<String>(); roles.add(""reader""); permission.setRoles(roles); SharePointIdentitySet grantedToV2 = new SharePointIdentitySet(); Identity user = new Identity(); HashMap<String, Object> additionalData = new HashMap<String, Object>(); additionalData.put(""userPrincipalName"", ""jacob@fabrikam.com""); user.setAdditionalData(additionalData); grantedToV2.setUser(user); permission.setGrantedToV2(grantedToV2); Permission result = graphClient.storage().fileStorage().containers().byFileStorageContainerId(""{fileStorageContainer-id}"").permissions().post(permission);",8
scp,permission.setGrantedToIdentities,"Permission permission = new Permission(); LinkedList<String> roles = new LinkedList<String>(); roles.add(""write""); permission.setRoles(roles); LinkedList<IdentitySet> grantedToIdentities = new LinkedList<IdentitySet>(); IdentitySet identitySet = new IdentitySet(); Identity application = new Identity(); application.setId(""89ea5c94-7736-4e25-95ad-3fa95f62b66e""); application.setDisplayName(""Contoso Time Manager App""); identitySet.setApplication(application); grantedToIdentities.add(identitySet); permission.setGrantedToIdentities(grantedToIdentities); Permission result = graphClient.sites().bySiteId(""{site-id}"").permissions().post(permission);",8
scp,permission.setGrantedToV2,"Permission permission = new Permission(); LinkedList<String> roles = new LinkedList<String>(); roles.add(""reader""); permission.setRoles(roles); SharePointIdentitySet grantedToV2 = new SharePointIdentitySet(); Identity user = new Identity(); HashMap<String, Object> additionalData = new HashMap<String, Object>(); additionalData.put(""userPrincipalName"", ""jacob@fabrikam.com""); user.setAdditionalData(additionalData); grantedToV2.setUser(user); permission.setGrantedToV2(grantedToV2); Permission result = graphClient.storage().fileStorage().containers().byFileStorageContainerId(""{fileStorageContainer-id}"").permissions().post(permission);",8
scp,permissionGrantPolicy.setId,"PermissionGrantPolicy permissionGrantPolicy = new PermissionGrantPolicy(); permissionGrantPolicy.setId(""my-custom-consent-policy""); permissionGrantPolicy.setDisplayName(""Custom application consent policy""); permissionGrantPolicy.setDescription(""A custom permission grant policy to customize conditions for granting consent.""); PermissionGrantPolicy result = graphClient.policies().permissionGrantPolicies().post(permissionGrantPolicy);",8
scp,permissionGrantPolicy.setDisplayName,"PermissionGrantPolicy permissionGrantPolicy = new PermissionGrantPolicy(); permissionGrantPolicy.setId(""my-custom-consent-policy""); permissionGrantPolicy.setDisplayName(""Custom application consent policy""); permissionGrantPolicy.setDescription(""A custom permission grant policy to customize conditions for granting consent.""); PermissionGrantPolicy result = graphClient.policies().permissionGrantPolicies().post(permissionGrantPolicy);",8
scp,permissionGrantPolicy.setDescription,"PermissionGrantPolicy permissionGrantPolicy = new PermissionGrantPolicy(); permissionGrantPolicy.setId(""my-custom-consent-policy""); permissionGrantPolicy.setDisplayName(""Custom application consent policy""); permissionGrantPolicy.setDescription(""A custom permission grant policy to customize conditions for granting consent.""); PermissionGrantPolicy result = graphClient.policies().permissionGrantPolicies().post(permissionGrantPolicy);",8
scp,permissions.setOdataType,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Group); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); PreApprovedPermissions permissions = new PreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPermissionsOnResourceApp""); permissions.setPermissionKind(PermissionKind.AllPermissionsOnResourceApp); permissions.setPermissionType(PermissionType.Application); HashMap<String, Object> additionalData = new HashMap<String, Object>(); additionalData.put(""resourceApplicationId"", ""00000003-0000-0000-c000-000000000000""); permissions.setAdditionalData(additionalData); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8
scp,permissions.setPermissionKind,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Group); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); PreApprovedPermissions permissions = new PreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPermissionsOnResourceApp""); permissions.setPermissionKind(PermissionKind.AllPermissionsOnResourceApp); permissions.setPermissionType(PermissionType.Application); HashMap<String, Object> additionalData = new HashMap<String, Object>(); additionalData.put(""resourceApplicationId"", ""00000003-0000-0000-c000-000000000000""); permissions.setAdditionalData(additionalData); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8
scp,permissions.setPermissionType,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Group); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); PreApprovedPermissions permissions = new PreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPermissionsOnResourceApp""); permissions.setPermissionKind(PermissionKind.AllPermissionsOnResourceApp); permissions.setPermissionType(PermissionType.Application); HashMap<String, Object> additionalData = new HashMap<String, Object>(); additionalData.put(""resourceApplicationId"", ""00000003-0000-0000-c000-000000000000""); permissions.setAdditionalData(additionalData); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8
scp,preApprovalDetail.setPermissions,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Group); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); PreApprovedPermissions permissions = new PreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPermissionsOnResourceApp""); permissions.setPermissionKind(PermissionKind.AllPermissionsOnResourceApp); permissions.setPermissionType(PermissionType.Application); HashMap<String, Object> additionalData = new HashMap<String, Object>(); additionalData.put(""resourceApplicationId"", ""00000003-0000-0000-c000-000000000000""); permissions.setAdditionalData(additionalData); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8
scp,permissions1.setOdataType,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Chat); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); AllPreApprovedPermissions permissions = new AllPreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPreApprovedPermissions""); permissions.setPermissionKind(PermissionKind.All); permissions.setPermissionType(PermissionType.Application); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); PreApprovalDetail preApprovalDetail1 = new PreApprovalDetail(); preApprovalDetail1.setScopeType(ResourceScopeType.Group); EnumeratedPreApprovedPermissions permissions1 = new EnumeratedPreApprovedPermissions(); permissions1.setOdataType(""#microsoft.graph.enumeratedPreApprovedPermissions""); permissions1.setPermissionKind(PermissionKind.Enumerated); permissions1.setPermissionType(PermissionType.Application); permissions1.setResourceApplicationId(""00000003-0000-0000-c000-000000000000""); LinkedList<String> permissionIds = new LinkedList<String>(); permissionIds.add(""134483aa-3dda-4d65-ac91-b8dda1417875""); permissionIds.add(""9d33613d-f855-483b-bca7-ea63ac9f5485""); permissions1.setPermissionIds(permissionIds); preApprovalDetail1.setPermissions(permissions1); HashMap<String, Object> additionalData = new HashMap<String, Object>(); EnumeratedScopeSensitivityLabels scopeSensitivityLabels = new EnumeratedScopeSensitivityLabels(); scopeSensitivityLabels.setOdataType(""microsoft.graph.enumeratedScopeSensitivityLabels""); scopeSensitivityLabels.setLabelKind(LabelKind.Enumerated); LinkedList<String> sensitivityLabels1 = new LinkedList<String>(); sensitivityLabels1.add(""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8""); sensitivityLabels1.add(""c99dade2-aa54-4890-ac1c-a146fa26bd1e""); scopeSensitivityLabels.setSensitivityLabels(sensitivityLabels1); additionalData.put(""scopeSensitivityLabels"", scopeSensitivityLabels); preApprovalDetail1.setAdditionalData(additionalData); conditions.add(preApprovalDetail1); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8
scp,permissions1.setPermissionKind,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Chat); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); AllPreApprovedPermissions permissions = new AllPreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPreApprovedPermissions""); permissions.setPermissionKind(PermissionKind.All); permissions.setPermissionType(PermissionType.Application); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); PreApprovalDetail preApprovalDetail1 = new PreApprovalDetail(); preApprovalDetail1.setScopeType(ResourceScopeType.Group); EnumeratedPreApprovedPermissions permissions1 = new EnumeratedPreApprovedPermissions(); permissions1.setOdataType(""#microsoft.graph.enumeratedPreApprovedPermissions""); permissions1.setPermissionKind(PermissionKind.Enumerated); permissions1.setPermissionType(PermissionType.Application); permissions1.setResourceApplicationId(""00000003-0000-0000-c000-000000000000""); LinkedList<String> permissionIds = new LinkedList<String>(); permissionIds.add(""134483aa-3dda-4d65-ac91-b8dda1417875""); permissionIds.add(""9d33613d-f855-483b-bca7-ea63ac9f5485""); permissions1.setPermissionIds(permissionIds); preApprovalDetail1.setPermissions(permissions1); HashMap<String, Object> additionalData = new HashMap<String, Object>(); EnumeratedScopeSensitivityLabels scopeSensitivityLabels = new EnumeratedScopeSensitivityLabels(); scopeSensitivityLabels.setOdataType(""microsoft.graph.enumeratedScopeSensitivityLabels""); scopeSensitivityLabels.setLabelKind(LabelKind.Enumerated); LinkedList<String> sensitivityLabels1 = new LinkedList<String>(); sensitivityLabels1.add(""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8""); sensitivityLabels1.add(""c99dade2-aa54-4890-ac1c-a146fa26bd1e""); scopeSensitivityLabels.setSensitivityLabels(sensitivityLabels1); additionalData.put(""scopeSensitivityLabels"", scopeSensitivityLabels); preApprovalDetail1.setAdditionalData(additionalData); conditions.add(preApprovalDetail1); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8
scp,permissions1.setPermissionType,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Chat); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); AllPreApprovedPermissions permissions = new AllPreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPreApprovedPermissions""); permissions.setPermissionKind(PermissionKind.All); permissions.setPermissionType(PermissionType.Application); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); PreApprovalDetail preApprovalDetail1 = new PreApprovalDetail(); preApprovalDetail1.setScopeType(ResourceScopeType.Group); EnumeratedPreApprovedPermissions permissions1 = new EnumeratedPreApprovedPermissions(); permissions1.setOdataType(""#microsoft.graph.enumeratedPreApprovedPermissions""); permissions1.setPermissionKind(PermissionKind.Enumerated); permissions1.setPermissionType(PermissionType.Application); permissions1.setResourceApplicationId(""00000003-0000-0000-c000-000000000000""); LinkedList<String> permissionIds = new LinkedList<String>(); permissionIds.add(""134483aa-3dda-4d65-ac91-b8dda1417875""); permissionIds.add(""9d33613d-f855-483b-bca7-ea63ac9f5485""); permissions1.setPermissionIds(permissionIds); preApprovalDetail1.setPermissions(permissions1); HashMap<String, Object> additionalData = new HashMap<String, Object>(); EnumeratedScopeSensitivityLabels scopeSensitivityLabels = new EnumeratedScopeSensitivityLabels(); scopeSensitivityLabels.setOdataType(""microsoft.graph.enumeratedScopeSensitivityLabels""); scopeSensitivityLabels.setLabelKind(LabelKind.Enumerated); LinkedList<String> sensitivityLabels1 = new LinkedList<String>(); sensitivityLabels1.add(""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8""); sensitivityLabels1.add(""c99dade2-aa54-4890-ac1c-a146fa26bd1e""); scopeSensitivityLabels.setSensitivityLabels(sensitivityLabels1); additionalData.put(""scopeSensitivityLabels"", scopeSensitivityLabels); preApprovalDetail1.setAdditionalData(additionalData); conditions.add(preApprovalDetail1); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8
scp,permissions1.setResourceApplicationId,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Chat); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); AllPreApprovedPermissions permissions = new AllPreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPreApprovedPermissions""); permissions.setPermissionKind(PermissionKind.All); permissions.setPermissionType(PermissionType.Application); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); PreApprovalDetail preApprovalDetail1 = new PreApprovalDetail(); preApprovalDetail1.setScopeType(ResourceScopeType.Group); EnumeratedPreApprovedPermissions permissions1 = new EnumeratedPreApprovedPermissions(); permissions1.setOdataType(""#microsoft.graph.enumeratedPreApprovedPermissions""); permissions1.setPermissionKind(PermissionKind.Enumerated); permissions1.setPermissionType(PermissionType.Application); permissions1.setResourceApplicationId(""00000003-0000-0000-c000-000000000000""); LinkedList<String> permissionIds = new LinkedList<String>(); permissionIds.add(""134483aa-3dda-4d65-ac91-b8dda1417875""); permissionIds.add(""9d33613d-f855-483b-bca7-ea63ac9f5485""); permissions1.setPermissionIds(permissionIds); preApprovalDetail1.setPermissions(permissions1); HashMap<String, Object> additionalData = new HashMap<String, Object>(); EnumeratedScopeSensitivityLabels scopeSensitivityLabels = new EnumeratedScopeSensitivityLabels(); scopeSensitivityLabels.setOdataType(""microsoft.graph.enumeratedScopeSensitivityLabels""); scopeSensitivityLabels.setLabelKind(LabelKind.Enumerated); LinkedList<String> sensitivityLabels1 = new LinkedList<String>(); sensitivityLabels1.add(""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8""); sensitivityLabels1.add(""c99dade2-aa54-4890-ac1c-a146fa26bd1e""); scopeSensitivityLabels.setSensitivityLabels(sensitivityLabels1); additionalData.put(""scopeSensitivityLabels"", scopeSensitivityLabels); preApprovalDetail1.setAdditionalData(additionalData); conditions.add(preApprovalDetail1); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8
scp,permissionIds.add,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Chat); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); AllPreApprovedPermissions permissions = new AllPreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPreApprovedPermissions""); permissions.setPermissionKind(PermissionKind.All); permissions.setPermissionType(PermissionType.Application); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); PreApprovalDetail preApprovalDetail1 = new PreApprovalDetail(); preApprovalDetail1.setScopeType(ResourceScopeType.Group); EnumeratedPreApprovedPermissions permissions1 = new EnumeratedPreApprovedPermissions(); permissions1.setOdataType(""#microsoft.graph.enumeratedPreApprovedPermissions""); permissions1.setPermissionKind(PermissionKind.Enumerated); permissions1.setPermissionType(PermissionType.Application); permissions1.setResourceApplicationId(""00000003-0000-0000-c000-000000000000""); LinkedList<String> permissionIds = new LinkedList<String>(); permissionIds.add(""134483aa-3dda-4d65-ac91-b8dda1417875""); permissionIds.add(""9d33613d-f855-483b-bca7-ea63ac9f5485""); permissions1.setPermissionIds(permissionIds); preApprovalDetail1.setPermissions(permissions1); HashMap<String, Object> additionalData = new HashMap<String, Object>(); EnumeratedScopeSensitivityLabels scopeSensitivityLabels = new EnumeratedScopeSensitivityLabels(); scopeSensitivityLabels.setOdataType(""microsoft.graph.enumeratedScopeSensitivityLabels""); scopeSensitivityLabels.setLabelKind(LabelKind.Enumerated); LinkedList<String> sensitivityLabels1 = new LinkedList<String>(); sensitivityLabels1.add(""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8""); sensitivityLabels1.add(""c99dade2-aa54-4890-ac1c-a146fa26bd1e""); scopeSensitivityLabels.setSensitivityLabels(sensitivityLabels1); additionalData.put(""scopeSensitivityLabels"", scopeSensitivityLabels); preApprovalDetail1.setAdditionalData(additionalData); conditions.add(preApprovalDetail1); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8
scp,permissions1.setPermissionIds,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Chat); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); AllPreApprovedPermissions permissions = new AllPreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPreApprovedPermissions""); permissions.setPermissionKind(PermissionKind.All); permissions.setPermissionType(PermissionType.Application); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); PreApprovalDetail preApprovalDetail1 = new PreApprovalDetail(); preApprovalDetail1.setScopeType(ResourceScopeType.Group); EnumeratedPreApprovedPermissions permissions1 = new EnumeratedPreApprovedPermissions(); permissions1.setOdataType(""#microsoft.graph.enumeratedPreApprovedPermissions""); permissions1.setPermissionKind(PermissionKind.Enumerated); permissions1.setPermissionType(PermissionType.Application); permissions1.setResourceApplicationId(""00000003-0000-0000-c000-000000000000""); LinkedList<String> permissionIds = new LinkedList<String>(); permissionIds.add(""134483aa-3dda-4d65-ac91-b8dda1417875""); permissionIds.add(""9d33613d-f855-483b-bca7-ea63ac9f5485""); permissions1.setPermissionIds(permissionIds); preApprovalDetail1.setPermissions(permissions1); HashMap<String, Object> additionalData = new HashMap<String, Object>(); EnumeratedScopeSensitivityLabels scopeSensitivityLabels = new EnumeratedScopeSensitivityLabels(); scopeSensitivityLabels.setOdataType(""microsoft.graph.enumeratedScopeSensitivityLabels""); scopeSensitivityLabels.setLabelKind(LabelKind.Enumerated); LinkedList<String> sensitivityLabels1 = new LinkedList<String>(); sensitivityLabels1.add(""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8""); sensitivityLabels1.add(""c99dade2-aa54-4890-ac1c-a146fa26bd1e""); scopeSensitivityLabels.setSensitivityLabels(sensitivityLabels1); additionalData.put(""scopeSensitivityLabels"", scopeSensitivityLabels); preApprovalDetail1.setAdditionalData(additionalData); conditions.add(preApprovalDetail1); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8
