privilege_type,privilege_name,privilege_description,privilege_score,suggested_privilege_score,extended_description
scp,calendarPermission.setIsRemovable,"CalendarPermission calendarPermission = new CalendarPermission(); EmailAddress emailAddress = new EmailAddress(); emailAddress.setName(""Samantha Booth""); emailAddress.setAddress(""samanthab@contoso.com""); calendarPermission.setEmailAddress(emailAddress); calendarPermission.setIsInsideOrganization(true); calendarPermission.setIsRemovable(true); calendarPermission.setRole(CalendarRoleType.Read); CalendarPermission result = graphClient.me().calendar().calendarPermissions().post(calendarPermission);",8,17,"SetIsRemovable: This privilege allows a user to modify the IsRemovable attribute of a calendar. It can be used to remove calendar permissions that have been granted previously. This is a security sensitive operation,as it can be used to revoke access to a calendar and potentially cause disruption to legitimate users. As such,this privilege should only be granted to trusted users or in limited circumstances where it is necessary for them to perform their job duties."
scp,calendarPermission.setRole,"CalendarPermission calendarPermission = new CalendarPermission(); EmailAddress emailAddress = new EmailAddress(); emailAddress.setName(""Samantha Booth""); emailAddress.setAddress(""samanthab@contoso.com""); calendarPermission.setEmailAddress(emailAddress); calendarPermission.setIsInsideOrganization(true); calendarPermission.setIsRemovable(true); calendarPermission.setRole(CalendarRoleType.Read); CalendarPermission result = graphClient.me().calendar().calendarPermissions().post(calendarPermission);",8,10,"The user can set the role for a calendar object, which allows them to change who has access to that object and what permissions they have. This could potentially be used to grant or remove access to sensitive information. It is important to carefully consider who should have this privilege and to monitor its use to ensure it is not being abused."
scp,permission.setRoles,"Permission permission = new Permission(); LinkedList<String> roles = new LinkedList<String>(); roles.add(""reader""); permission.setRoles(roles); SharePointIdentitySet grantedToV2 = new SharePointIdentitySet(); Identity user = new Identity(); HashMap<String, Object> additionalData = new HashMap<String, Object>(); additionalData.put(""userPrincipalName"", ""jacob@fabrikam.com""); user.setAdditionalData(additionalData); grantedToV2.setUser(user); permission.setGrantedToV2(grantedToV2); Permission result = graphClient.storage().fileStorage().containers().byFileStorageContainerId(""{fileStorageContainer-id}"").permissions().post(permission);",8,-1,"Set roles for a user in Azure Active Directory (AAD)
  This privilege allows an administrator to assign roles to a user in AAD, which can grant access to various resources and services. This privilege should only be granted to authorized personnel and monitored regularly for potential misuse.
  
  Use-cases:
  - An administrator needs to grant a new employee the necessary permissions to perform their job functions.
  - An application requires access to certain AAD resources, and a service account is created with the necessary roles assigned.
  
  Security implications:
  Granting this privilege allows an attacker to elevate their own privileges or assign roles to unauthorized users, potentially leading to data breaches or other security incidents. It is essential to monitor role assignments and ensure that only authorized personnel have access to sensitive resources.
  
  Guidance:
  - Grant this privilege to trusted individuals or groups based on their job responsibilities.
  - Use the least privilege principle, granting only the necessary roles for a user's tasks.
  - Regularly monitor role assignments and remove unnecessary privileges."
scp,permission.setGrantedToIdentities,"Permission permission = new Permission(); LinkedList<String> roles = new LinkedList<String>(); roles.add(""write""); permission.setRoles(roles); LinkedList<IdentitySet> grantedToIdentities = new LinkedList<IdentitySet>(); IdentitySet identitySet = new IdentitySet(); Identity application = new Identity(); application.setId(""89ea5c94-7736-4e25-95ad-3fa95f62b66e""); application.setDisplayName(""Contoso Time Manager App""); identitySet.setApplication(application); grantedToIdentities.add(identitySet); permission.setGrantedToIdentities(grantedToIdentities); Permission result = graphClient.sites().bySiteId(""{site-id}"").permissions().post(permission);",8,10,"extended_description: ""The 'permission.setGrantedToIdentities' privilege allows a user to grant access to a specific resource to one or more identities, including users and groups. This privilege should be granted carefully as it allows for potential security risks if not properly managed. Use cases include assigning permissions to resources within an organization, such as granting access to a document or folder to a specific group of users. Guidance includes ensuring that only authorized users are granted this permission and that the privilege is revoked when no longer needed."""
scp,permission.setGrantedToV2,"Permission permission = new Permission(); LinkedList<String> roles = new LinkedList<String>(); roles.add(""reader""); permission.setRoles(roles); SharePointIdentitySet grantedToV2 = new SharePointIdentitySet(); Identity user = new Identity(); HashMap<String, Object> additionalData = new HashMap<String, Object>(); additionalData.put(""userPrincipalName"", ""jacob@fabrikam.com""); user.setAdditionalData(additionalData); grantedToV2.setUser(user); permission.setGrantedToV2(grantedToV2); Permission result = graphClient.storage().fileStorage().containers().byFileStorageContainerId(""{fileStorageContainer-id}"").permissions().post(permission);",8,15,extended_description
scp,permissionGrantPolicy.setId,"PermissionGrantPolicy permissionGrantPolicy = new PermissionGrantPolicy(); permissionGrantPolicy.setId(""my-custom-consent-policy""); permissionGrantPolicy.setDisplayName(""Custom application consent policy""); permissionGrantPolicy.setDescription(""A custom permission grant policy to customize conditions for granting consent.""); PermissionGrantPolicy result = graphClient.policies().permissionGrantPolicies().post(permissionGrantPolicy);",8,1,"extended_description: Permission to grant a new ID for a policy, which can allow an attacker to create new policies and escalate their privileges. This privilege should be carefully audited and monitored as it is not required for most administrative tasks."
scp,permissionGrantPolicy.setDisplayName,"PermissionGrantPolicy permissionGrantPolicy = new PermissionGrantPolicy(); permissionGrantPolicy.setId(""my-custom-consent-policy""); permissionGrantPolicy.setDisplayName(""Custom application consent policy""); permissionGrantPolicy.setDescription(""A custom permission grant policy to customize conditions for granting consent.""); PermissionGrantPolicy result = graphClient.policies().permissionGrantPolicies().post(permissionGrantPolicy);",8,17,---------------------
scp,permissionGrantPolicy.setDescription,"PermissionGrantPolicy permissionGrantPolicy = new PermissionGrantPolicy(); permissionGrantPolicy.setId(""my-custom-consent-policy""); permissionGrantPolicy.setDisplayName(""Custom application consent policy""); permissionGrantPolicy.setDescription(""A custom permission grant policy to customize conditions for granting consent.""); PermissionGrantPolicy result = graphClient.policies().permissionGrantPolicies().post(permissionGrantPolicy);",8,14,"""extended_description"": ""The permissionGrantPolicy.setDescription privilege allows an application to modify the description of a permission grant policy in Azure Active Directory (AAD). This privilege is used by applications that need to automate the process of creating and managing permission grant policies. It can be granted at various levels, such as tenant-wide or object-level, depending on the use case. However, it's important to note that granting this privilege to an application can increase the risk of unauthorized access to sensitive data, so it should only be done with caution and under the guidance of a security expert."""
scp,permissions.setOdataType,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Group); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); PreApprovedPermissions permissions = new PreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPermissionsOnResourceApp""); permissions.setPermissionKind(PermissionKind.AllPermissionsOnResourceApp); permissions.setPermissionType(PermissionType.Application); HashMap<String, Object> additionalData = new HashMap<String, Object>(); additionalData.put(""resourceApplicationId"", ""00000003-0000-0000-c000-000000000000""); permissions.setAdditionalData(additionalData); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8,5,"Set the OData type for a resource, which can affect how clients interact with it. For example, setting the OData type to 'myApp.Item' might allow clients to access custom properties or actions that are defined by your application. However, this privilege does not grant access to any specific resources, so it is not sufficient on its own to enable access to sensitive data. It is recommended to combine this privilege with other privileges that provide more fine-grained control over the resources that can be accessed."
scp,permissions.setPermissionKind,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Group); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); PreApprovedPermissions permissions = new PreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPermissionsOnResourceApp""); permissions.setPermissionKind(PermissionKind.AllPermissionsOnResourceApp); permissions.setPermissionType(PermissionType.Application); HashMap<String, Object> additionalData = new HashMap<String, Object>(); additionalData.put(""resourceApplicationId"", ""00000003-0000-0000-c000-000000000000""); permissions.setAdditionalData(additionalData); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8,10,"Set the type of permission granted to a user or group on a specific object in Azure Active Directory (AAD). This privilege allows an administrator to set the permission kind for a specific user or group on a given object, such as a group, application, or service principal. It is important to use this privilege judiciously and only when necessary, as it can have significant security implications.

For example, if a user has been granted 'user' access to a resource, but they require elevated privileges to perform certain tasks, an administrator can use the 'permissions.setPermissionKind' privilege to grant them 'administrator' access for a specific period of time. This allows the user to perform their duties without having to request additional permissions from the administrator.

However, it is important to note that this privilege should only be granted to trusted individuals or groups, and should be closely monitored by the organization's security team. Additionally, the use of this privilege should be documented and justified, and any changes to permissions should be reviewed and approved by the relevant stakeholders."
scp,permissions.setPermissionType,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Group); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); PreApprovedPermissions permissions = new PreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPermissionsOnResourceApp""); permissions.setPermissionKind(PermissionKind.AllPermissionsOnResourceApp); permissions.setPermissionType(PermissionType.Application); HashMap<String, Object> additionalData = new HashMap<String, Object>(); additionalData.put(""resourceApplicationId"", ""00000003-0000-0000-c000-000000000000""); permissions.setAdditionalData(additionalData); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8,17,"Set permission type for a file or folder. This privilege allows an application to set the permission type of a file or folder, which can affect who has access to the resource. For example, setting the permission type to 'readonly' would prevent anyone from modifying the resource. It is important to use this privilege with caution and only when necessary. Use cases include:

* Setting permissions for a shared folder where everyone should have read-only access
* Locking down a sensitive file or folder to prevent unauthorized changes
* Implementing role-based access control (RBAC) to restrict access to certain resources based on user roles

Guidance: Use this privilege sparingly and only when necessary. Ensure that the application has appropriate controls in place to prevent abuse or misuse of this privilege. Consider implementing RBAC or other access control mechanisms to ensure that only authorized users have access to sensitive resources."
scp,preApprovalDetail.setPermissions,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Group); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); PreApprovedPermissions permissions = new PreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPermissionsOnResourceApp""); permissions.setPermissionKind(PermissionKind.AllPermissionsOnResourceApp); permissions.setPermissionType(PermissionType.Application); HashMap<String, Object> additionalData = new HashMap<String, Object>(); additionalData.put(""resourceApplicationId"", ""00000003-0000-0000-c000-000000000000""); permissions.setAdditionalData(additionalData); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8,14,"When granting this privilege,it's important to consider the security implications and only grant it to trusted applications or users who need it for legitimate purposes. Additionally,it's recommended to use this privilege in conjunction with other permissions that allow fine-grained access control,such as ""preApprovalDetail.read"" and ""preApprovalDetail.write"",to ensure that sensitive data is protected."
scp,permissions1.setOdataType,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Chat); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); AllPreApprovedPermissions permissions = new AllPreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPreApprovedPermissions""); permissions.setPermissionKind(PermissionKind.All); permissions.setPermissionType(PermissionType.Application); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); PreApprovalDetail preApprovalDetail1 = new PreApprovalDetail(); preApprovalDetail1.setScopeType(ResourceScopeType.Group); EnumeratedPreApprovedPermissions permissions1 = new EnumeratedPreApprovedPermissions(); permissions1.setOdataType(""#microsoft.graph.enumeratedPreApprovedPermissions""); permissions1.setPermissionKind(PermissionKind.Enumerated); permissions1.setPermissionType(PermissionType.Application); permissions1.setResourceApplicationId(""00000003-0000-0000-c000-000000000000""); LinkedList<String> permissionIds = new LinkedList<String>(); permissionIds.add(""134483aa-3dda-4d65-ac91-b8dda1417875""); permissionIds.add(""9d33613d-f855-483b-bca7-ea63ac9f5485""); permissions1.setPermissionIds(permissionIds); preApprovalDetail1.setPermissions(permissions1); HashMap<String, Object> additionalData = new HashMap<String, Object>(); EnumeratedScopeSensitivityLabels scopeSensitivityLabels = new EnumeratedScopeSensitivityLabels(); scopeSensitivityLabels.setOdataType(""microsoft.graph.enumeratedScopeSensitivityLabels""); scopeSensitivityLabels.setLabelKind(LabelKind.Enumerated); LinkedList<String> sensitivityLabels1 = new LinkedList<String>(); sensitivityLabels1.add(""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8""); sensitivityLabels1.add(""c99dade2-aa54-4890-ac1c-a146fa26bd1e""); scopeSensitivityLabels.setSensitivityLabels(sensitivityLabels1); additionalData.put(""scopeSensitivityLabels"", scopeSensitivityLabels); preApprovalDetail1.setAdditionalData(additionalData); conditions.add(preApprovalDetail1); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8,2,"The security implications of this privilege are that it allows a user to potentially make changes to objects in the Microsoft Graph API that they may not have permission to access or modify. This could lead to unauthorized data exposure or modification,which is why it's important to carefully control access to this privilege."
scp,permissions1.setPermissionKind,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Chat); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); AllPreApprovedPermissions permissions = new AllPreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPreApprovedPermissions""); permissions.setPermissionKind(PermissionKind.All); permissions.setPermissionType(PermissionType.Application); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); PreApprovalDetail preApprovalDetail1 = new PreApprovalDetail(); preApprovalDetail1.setScopeType(ResourceScopeType.Group); EnumeratedPreApprovedPermissions permissions1 = new EnumeratedPreApprovedPermissions(); permissions1.setOdataType(""#microsoft.graph.enumeratedPreApprovedPermissions""); permissions1.setPermissionKind(PermissionKind.Enumerated); permissions1.setPermissionType(PermissionType.Application); permissions1.setResourceApplicationId(""00000003-0000-0000-c000-000000000000""); LinkedList<String> permissionIds = new LinkedList<String>(); permissionIds.add(""134483aa-3dda-4d65-ac91-b8dda1417875""); permissionIds.add(""9d33613d-f855-483b-bca7-ea63ac9f5485""); permissions1.setPermissionIds(permissionIds); preApprovalDetail1.setPermissions(permissions1); HashMap<String, Object> additionalData = new HashMap<String, Object>(); EnumeratedScopeSensitivityLabels scopeSensitivityLabels = new EnumeratedScopeSensitivityLabels(); scopeSensitivityLabels.setOdataType(""microsoft.graph.enumeratedScopeSensitivityLabels""); scopeSensitivityLabels.setLabelKind(LabelKind.Enumerated); LinkedList<String> sensitivityLabels1 = new LinkedList<String>(); sensitivityLabels1.add(""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8""); sensitivityLabels1.add(""c99dade2-aa54-4890-ac1c-a146fa26bd1e""); scopeSensitivityLabels.setSensitivityLabels(sensitivityLabels1); additionalData.put(""scopeSensitivityLabels"", scopeSensitivityLabels); preApprovalDetail1.setAdditionalData(additionalData); conditions.add(preApprovalDetail1); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8,20,"Allows setting the permission kind for an object. This privilege can be used to set the permission kind for a folder or file, which determines what actions a user is allowed to perform on that object. Setting the permission kind to 'Admin' allows the user to perform all actions, while setting it to 'ReadOnly' allows the user to only read the contents of the object."
scp,permissions1.setPermissionType,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Chat); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); AllPreApprovedPermissions permissions = new AllPreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPreApprovedPermissions""); permissions.setPermissionKind(PermissionKind.All); permissions.setPermissionType(PermissionType.Application); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); PreApprovalDetail preApprovalDetail1 = new PreApprovalDetail(); preApprovalDetail1.setScopeType(ResourceScopeType.Group); EnumeratedPreApprovedPermissions permissions1 = new EnumeratedPreApprovedPermissions(); permissions1.setOdataType(""#microsoft.graph.enumeratedPreApprovedPermissions""); permissions1.setPermissionKind(PermissionKind.Enumerated); permissions1.setPermissionType(PermissionType.Application); permissions1.setResourceApplicationId(""00000003-0000-0000-c000-000000000000""); LinkedList<String> permissionIds = new LinkedList<String>(); permissionIds.add(""134483aa-3dda-4d65-ac91-b8dda1417875""); permissionIds.add(""9d33613d-f855-483b-bca7-ea63ac9f5485""); permissions1.setPermissionIds(permissionIds); preApprovalDetail1.setPermissions(permissions1); HashMap<String, Object> additionalData = new HashMap<String, Object>(); EnumeratedScopeSensitivityLabels scopeSensitivityLabels = new EnumeratedScopeSensitivityLabels(); scopeSensitivityLabels.setOdataType(""microsoft.graph.enumeratedScopeSensitivityLabels""); scopeSensitivityLabels.setLabelKind(LabelKind.Enumerated); LinkedList<String> sensitivityLabels1 = new LinkedList<String>(); sensitivityLabels1.add(""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8""); sensitivityLabels1.add(""c99dade2-aa54-4890-ac1c-a146fa26bd1e""); scopeSensitivityLabels.setSensitivityLabels(sensitivityLabels1); additionalData.put(""scopeSensitivityLabels"", scopeSensitivityLabels); preApprovalDetail1.setAdditionalData(additionalData); conditions.add(preApprovalDetail1); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8,17,"""extended_description"": ""The 'permissions1.setPermissionType' privilege allows an attacker to change the type of permission granted for a resource, potentially escalating their access or granting access to unauthorized parties. This privilege should only be granted to trusted accounts and systems, and access should be carefully monitored and audited."","
scp,permissions1.setResourceApplicationId,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Chat); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); AllPreApprovedPermissions permissions = new AllPreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPreApprovedPermissions""); permissions.setPermissionKind(PermissionKind.All); permissions.setPermissionType(PermissionType.Application); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); PreApprovalDetail preApprovalDetail1 = new PreApprovalDetail(); preApprovalDetail1.setScopeType(ResourceScopeType.Group); EnumeratedPreApprovedPermissions permissions1 = new EnumeratedPreApprovedPermissions(); permissions1.setOdataType(""#microsoft.graph.enumeratedPreApprovedPermissions""); permissions1.setPermissionKind(PermissionKind.Enumerated); permissions1.setPermissionType(PermissionType.Application); permissions1.setResourceApplicationId(""00000003-0000-0000-c000-000000000000""); LinkedList<String> permissionIds = new LinkedList<String>(); permissionIds.add(""134483aa-3dda-4d65-ac91-b8dda1417875""); permissionIds.add(""9d33613d-f855-483b-bca7-ea63ac9f5485""); permissions1.setPermissionIds(permissionIds); preApprovalDetail1.setPermissions(permissions1); HashMap<String, Object> additionalData = new HashMap<String, Object>(); EnumeratedScopeSensitivityLabels scopeSensitivityLabels = new EnumeratedScopeSensitivityLabels(); scopeSensitivityLabels.setOdataType(""microsoft.graph.enumeratedScopeSensitivityLabels""); scopeSensitivityLabels.setLabelKind(LabelKind.Enumerated); LinkedList<String> sensitivityLabels1 = new LinkedList<String>(); sensitivityLabels1.add(""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8""); sensitivityLabels1.add(""c99dade2-aa54-4890-ac1c-a146fa26bd1e""); scopeSensitivityLabels.setSensitivityLabels(sensitivityLabels1); additionalData.put(""scopeSensitivityLabels"", scopeSensitivityLabels); preApprovalDetail1.setAdditionalData(additionalData); conditions.add(preApprovalDetail1); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8,13,"Allows the service principal to set the application ID of a resource, which can be used to impersonate other applications or services. This privilege should only be granted to trusted applications that require this functionality for legitimate purposes. Abuse of this privilege could lead to unauthorized access to sensitive data or configuration settings."
scp,permissionIds.add,"PermissionGrantPreApprovalPolicy permissionGrantPreApprovalPolicy = new PermissionGrantPreApprovalPolicy(); LinkedList<PreApprovalDetail> conditions = new LinkedList<PreApprovalDetail>(); PreApprovalDetail preApprovalDetail = new PreApprovalDetail(); preApprovalDetail.setScopeType(ResourceScopeType.Chat); AllScopeSensitivityLabels sensitivityLabels = new AllScopeSensitivityLabels(); sensitivityLabels.setOdataType(""#microsoft.graph.allScopeSensitivityLabels""); sensitivityLabels.setLabelKind(LabelKind.All); preApprovalDetail.setSensitivityLabels(sensitivityLabels); AllPreApprovedPermissions permissions = new AllPreApprovedPermissions(); permissions.setOdataType(""#microsoft.graph.allPreApprovedPermissions""); permissions.setPermissionKind(PermissionKind.All); permissions.setPermissionType(PermissionType.Application); preApprovalDetail.setPermissions(permissions); conditions.add(preApprovalDetail); PreApprovalDetail preApprovalDetail1 = new PreApprovalDetail(); preApprovalDetail1.setScopeType(ResourceScopeType.Group); EnumeratedPreApprovedPermissions permissions1 = new EnumeratedPreApprovedPermissions(); permissions1.setOdataType(""#microsoft.graph.enumeratedPreApprovedPermissions""); permissions1.setPermissionKind(PermissionKind.Enumerated); permissions1.setPermissionType(PermissionType.Application); permissions1.setResourceApplicationId(""00000003-0000-0000-c000-000000000000""); LinkedList<String> permissionIds = new LinkedList<String>(); permissionIds.add(""134483aa-3dda-4d65-ac91-b8dda1417875""); permissionIds.add(""9d33613d-f855-483b-bca7-ea63ac9f5485""); permissions1.setPermissionIds(permissionIds); preApprovalDetail1.setPermissions(permissions1); HashMap<String, Object> additionalData = new HashMap<String, Object>(); EnumeratedScopeSensitivityLabels scopeSensitivityLabels = new EnumeratedScopeSensitivityLabels(); scopeSensitivityLabels.setOdataType(""microsoft.graph.enumeratedScopeSensitivityLabels""); scopeSensitivityLabels.setLabelKind(LabelKind.Enumerated); LinkedList<String> sensitivityLabels1 = new LinkedList<String>(); sensitivityLabels1.add(""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8""); sensitivityLabels1.add(""c99dade2-aa54-4890-ac1c-a146fa26bd1e""); scopeSensitivityLabels.setSensitivityLabels(sensitivityLabels1); additionalData.put(""scopeSensitivityLabels"", scopeSensitivityLabels); preApprovalDetail1.setAdditionalData(additionalData); conditions.add(preApprovalDetail1); permissionGrantPreApprovalPolicy.setConditions(conditions); PermissionGrantPreApprovalPolicy result = graphClient.policies().permissionGrantPreApprovalPolicies().post(permissionGrantPreApprovalPolicy);",8,1,"extended_description: ""The 'permissionIds.add' privilege allows an actor to add one or more permissions to a permission set or role, potentially granting access to a resource or data that was previously restricted. This can be used to escalate privileges or gain unauthorized access to sensitive information. It is important to carefully control and monitor the use of this privilege, ensuring that it is only granted to authorized actors and that all additions are properly justified and documented. Use-cases may include adding a new permission to an existing role or creating a new permission set with specific permissions. This privilege should be used with caution and in accordance with the organization's security policies and procedures."""
